id,firstName,lastName,email,phone,loyaltyTier
2654,Grace,Brown,grace.brown2654@example.com,580-761-3580,Bronze
2655,Peter,Lee,peter.lee2655@mail.com,842-722-6035,Platinum
2656,Diana,Lee,diana.lee2656@mail.com,576-293-5565,Silver
2657,Grace,Lee,grace.lee2657@example.com,301-314-5294,Gold
2658,Alice,White,alice.white2658@mail.com,366-231-8596,Bronze
2659,Frank,Hall,frank.hall2659@domain.org,459-611-4473,Platinum
2660,Diana,White,diana.white2660@mail.com,502-843-8350,Silver
2661,John,White,john.white2661@service.net,323-428-6315,Gold
2662,Eve,Doe,eve.doe2662@mail.com,325-401-2467,Bronze
2663,John,Hall,john.hall2663@service.net,301-398-3190,Silver
2664,Grace,Lee,grace.lee2664@service.net,619-750-2834,Bronze
2665,John,Black,john.black2665@example.com,409-910-8820,Gold
2666,Bob,Smith,bob.smith2666@mail.com,344-989-9554,Bronze
2667,Diana,White,diana.white2667@mail.com,582-115-2670,Platinum
2668,Diana,Green,diana.green2668@service.net,802-746-2046,Silver
2669,Alice,White,alice.white2669@domain.org,423-634-1575,Bronze
2670,Grace,Black,grace.black2670@domain.org,818-159-7745,Bronze
2671,Charlie,Brown,charlie.brown2671@mail.com,556-543-1599,Bronze
2672,Peter,Green,peter.green2672@service.net,650-904-2342,Gold
2673,Jane,Black,jane.black2673@domain.org,694-421-4981,Platinum
2674,Eve,Jones,eve.jones2674@example.com,119-682-3043,Gold
2675,John,Green,john.green2675@domain.org,273-635-2153,Bronze
2676,Eve,Jones,eve.jones2676@service.net,251-464-9420,Platinum
2677,Eve,King,eve.king2677@service.net,160-338-3378,Silver
2678,Charlie,Green,charlie.green2678@example.com,650-478-9728,Platinum
2679,Frank,White,frank.white2679@service.net,679-215-8375,Gold
2680,Alice,Black,alice.black2680@domain.org,553-423-5351,Gold
2681,Bob,Hall,bob.hall2681@service.net,199-493-1760,Platinum
2682,John,Jones,john.jones2682@service.net,255-410-1825,Bronze
2683,Jane,Jones,jane.jones2683@example.com,744-956-7901,Silver
2684,Eve,Jones,eve.jones2684@domain.org,303-240-8273,Bronze
2685,Eve,White,eve.white2685@service.net,823-172-9520,Gold
2686,Frank,Smith,frank.smith2686@example.com,431-222-2456,Platinum
2687,Alice,Doe,alice.doe2687@mail.com,250-332-3409,Bronze
2688,Eve,Hall,eve.hall2688@mail.com,440-542-2310,Bronze
2689,Alice,Lee,alice.lee2689@service.net,604-379-2571,Silver
2690,Eve,Doe,eve.doe2690@mail.com,754-760-9648,Platinum
2691,Grace,Smith,grace.smith2691@service.net,672-382-4730,Bronze
2692,Eve,Smith,eve.smith2692@mail.com,191-672-1121,Platinum
2693,Alice,King,alice.king2693@mail.com,671-687-9757,Platinum
2694,Alice,King,alice.king2694@mail.com,455-534-7919,Platinum
2695,Jane,Green,jane.green2695@service.net,332-158-9613,Platinum
2696,John,King,john.king2696@service.net,754-266-4274,Platinum
2697,Eve,Black,eve.black2697@service.net,380-853-3804,Bronze
2698,Charlie,Brown,charlie.brown2698@domain.org,632-335-6093,Silver
2699,Diana,Jones,diana.jones2699@domain.org,272-488-3496,Bronze
2700,Charlie,Black,invalid-email,,Silver
2701,Eve,Brown,eve.brown2701@service.net,589-601-5883,Bronze
2702,John,Black,john.black2702@service.net,671-212-4971,Platinum
2703,Eve,Brown,eve.brown2703@mail.com,131-420-6811,Bronze
2704,John,Black,john.black2704@mail.com,306-591-9713,Bronze
2705,Grace,King,grace.king2705@service.net,677-620-4694,Platinum
2706,Jane,Jones,jane.jones2706@mail.com,368-437-7759,Bronze
2707,Diana,Jones,diana.jones2707@domain.org,869-810-9743,Platinum
2708,John,Black,john.black2708@mail.com,151-314-9381,Platinum
2709,Bob,Jones,bob.jones2709@example.com,938-283-8624,Bronze
2710,Alice,White,alice.white2710@domain.org,108-551-9749,Bronze
2711,Eve,Doe,eve.doe2711@example.com,594-594-6195,Platinum
2712,Bob,Brown,bob.brown2712@domain.org,455-247-8152,Silver
2713,John,Smith,john.smith2713@service.net,270-460-1532,Platinum
2714,Bob,Black,bob.black2714@mail.com,710-867-5722,Gold
2715,Diana,Lee,diana.lee2715@example.com,587-963-4503,Silver
2716,John,Black,john.black2716@mail.com,667-114-9271,Bronze
2717,Jane,Doe,jane.doe2717@mail.com,582-463-9253,Platinum
2718,Charlie,Lee,charlie.lee2718@domain.org,913-158-3516,Gold
2719,Bob,White,bob.white2719@mail.com,675-716-3342,Silver
2720,Bob,King,bob.king2720@service.net,298-996-4669,Silver
2721,Eve,Lee,eve.lee2721@domain.org,376-202-2428,Silver
2722,John,Doe,john.doe2722@domain.org,777-120-5806,Gold
2723,Frank,White,frank.white2723@example.com,414-597-9956,Bronze
2724,Diana,King,diana.king2724@example.com,849-787-7407,Silver
2725,Eve,Green,eve.green2725@domain.org,153-481-4912,Silver
2726,John,White,john.white2726@service.net,665-880-9545,Bronze
2727,Alice,Brown,alice.brown2727@mail.com,153-802-1162,Silver
2728,Diana,Jones,diana.jones2728@service.net,717-602-2007,Bronze
2729,Frank,Brown,frank.brown2729@example.com,765-612-1576,Gold
2730,Alice,Lee,alice.lee2730@service.net,717-205-8336,Bronze
2731,Jane,Smith,jane.smith2731@mail.com,857-313-4235,Bronze
2732,Eve,Smith,eve.smith2732@mail.com,599-915-9209,Gold
2733,Bob,Lee,bob.lee2733@mail.com,938-199-4568,Platinum
2734,Alice,Green,alice.green2734@domain.org,279-924-2571,Gold
2735,Bob,Doe,bob.doe2735@mail.com,199-219-2234,Bronze
2736,Grace,Jones,grace.jones2736@example.com,430-807-5272,Platinum
2737,John,Hall,john.hall2737@service.net,303-873-7088,Gold
2738,Diana,Hall,diana.hall2738@mail.com,772-313-3517,Platinum
2739,Bob,Hall,bob.hall2739@service.net,655-804-1232,Bronze
2740,Eve,Brown,eve.brown2740@service.net,530-930-3194,Platinum
2741,Frank,King,frank.king2741@example.com,226-513-3860,Platinum
2742,Eve,Lee,eve.lee2742@service.net,355-436-6099,Platinum
2743,Peter,Black,peter.black2743@mail.com,744-440-7772,Bronze
2744,Bob,Smith,bob.smith2744@mail.com,331-146-5923,Bronze
2745,Bob,Smith,bob.smith2745@service.net,259-149-2749,Platinum
2746,Frank,Hall,frank.hall2746@mail.com,194-824-8068,Bronze
2747,Alice,King,alice.king2747@service.net,331-935-3562,Silver
2748,Bob,Brown,bob.brown2748@mail.com,630-434-8992,Bronze
2749,Frank,Smith,frank.smith2749@example.com,430-804-9230,Silver
2750,Bob,King,bob.king2750@mail.com,177-990-1448,Platinum
2751,John,Black,john.black2751@service.net,128-267-4476,Gold
2752,John,Brown,john.brown2752@example.com,726-663-2299,Bronze
2753,Diana,Doe,diana.doe2753@domain.org,397-629-8921,Gold
2754,Jane,Black,jane.black2754@mail.com,703-292-4193,Bronze
2755,Peter,Smith,peter.smith2755@domain.org,483-411-7303,Silver
2756,Bob,Brown,bob.brown2756@domain.org,861-281-7009,Gold
2757,Eve,Green,eve.green2757@mail.com,673-494-8951,Silver
2758,Peter,Brown,peter.brown2758@mail.com,459-610-3629,Gold
2759,John,Brown,john.brown2759@mail.com,216-874-9593,Silver
2760,Diana,Hall,diana.hall2760@example.com,295-406-8894,Silver
2761,Peter,King,peter.king2761@mail.com,997-436-4264,Gold
2762,Eve,Hall,eve.hall2762@mail.com,861-783-5920,Bronze
2763,Frank,Hall,frank.hall2763@service.net,948-141-3939,Bronze
2764,Charlie,King,charlie.king2764@service.net,763-549-8761,Platinum
2765,Charlie,Brown,charlie.brown2765@service.net,428-367-1843,Silver
2766,Peter,Hall,peter.hall2766@mail.com,317-263-8386,Silver
2767,Peter,Green,peter.green2767@mail.com,603-130-6010,Platinum
2768,Alice,Jones,alice.jones2768@service.net,763-753-8657,Platinum
2769,John,Jones,john.jones2769@service.net,803-238-4807,Bronze
2770,Charlie,King,charlie.king2770@mail.com,466-360-3636,Platinum
2771,Frank,Jones,frank.jones2771@mail.com,311-156-6332,Platinum
2772,Bob,Lee,bob.lee2772@service.net,836-868-3987,Silver
2773,Grace,Doe,grace.doe2773@domain.org,107-719-5642,Gold
2774,Eve,Black,eve.black2774@service.net,893-401-2505,Platinum
2775,Bob,White,bob.white2775@example.com,447-668-2431,Bronze
2776,Peter,Smith,peter.smith2776@mail.com,464-910-5954,Platinum
2777,Bob,King,bob.king2777@example.com,724-607-9033,Platinum
2778,Bob,King,bob.king2778@domain.org,622-994-7033,Bronze
2779,Charlie,Hall,charlie.hall2779@service.net,548-922-4190,Silver
2780,Jane,Lee,jane.lee2780@domain.org,400-475-1482,Bronze
2781,Grace,Smith,grace.smith2781@example.com,188-155-5137,Platinum
2782,Alice,Green,alice.green2782@domain.org,764-801-9693,Silver
2783,Grace,Jones,grace.jones2783@domain.org,298-657-4620,Silver
2784,Frank,King,frank.king2784@service.net,993-220-3359,Gold
2785,Charlie,Jones,charlie.jones2785@mail.com,361-906-9527,Silver
2786,John,Doe,john.doe2786@service.net,584-838-7166,Gold
2787,Grace,Hall,grace.hall2787@service.net,727-444-9116,Bronze
2788,Jane,Green,jane.green2788@example.com,610-127-9101,Bronze
2789,Grace,Jones,grace.jones2789@example.com,712-352-8432,Silver
2790,Eve,White,eve.white2790@service.net,601-411-4738,Platinum
2791,Frank,King,frank.king2791@service.net,177-545-4679,Gold
2792,Peter,White,peter.white2792@mail.com,739-552-4207,Gold
2793,Peter,King,peter.king2793@service.net,993-652-3211,Platinum
2794,John,Smith,john.smith2794@mail.com,921-491-8716,Platinum
2795,Bob,Black,bob.black2795@mail.com,836-528-8722,Gold
2796,Jane,Black,jane.black2796@domain.org,791-426-2376,Platinum
2797,Jane,Green,jane.green2797@domain.org,588-961-3273,Platinum
2798,Bob,Black,bob.black2798@mail.com,353-165-8920,Gold
2799,John,Lee,john.lee2799@mail.com,765-979-5259,Bronze
2800,Bob,Hall,invalid-email,696-241-7238,UnknownTier
2801,Diana,Lee,diana.lee2801@mail.com,688-911-4631,Silver
2802,Diana,Green,diana.green2802@mail.com,775-749-5917,Silver
2803,Eve,Lee,eve.lee2803@domain.org,535-124-6203,Silver
2804,Diana,Smith,diana.smith2804@domain.org,449-388-7032,Silver
2805,Peter,Jones,peter.jones2805@mail.com,811-423-6758,Platinum
2806,Charlie,King,charlie.king2806@example.com,327-335-2787,Bronze
2807,Frank,Hall,frank.hall2807@example.com,704-630-3776,Platinum
2808,Alice,Doe,alice.doe2808@mail.com,584-587-8742,Platinum
2809,Grace,Doe,grace.doe2809@service.net,202-682-1149,Gold
2810,Alice,Jones,alice.jones2810@mail.com,626-819-3423,Gold
2811,Bob,Black,bob.black2811@example.com,551-116-2784,Gold
2812,Charlie,Doe,charlie.doe2812@service.net,469-449-5095,Bronze
2813,Charlie,Black,charlie.black2813@domain.org,887-972-4277,Bronze
2814,Alice,Black,alice.black2814@mail.com,118-623-6815,Platinum
2815,Grace,King,grace.king2815@example.com,675-763-4748,Bronze
2816,Diana,Smith,diana.smith2816@domain.org,723-514-6081,Gold
2817,Grace,Doe,grace.doe2817@service.net,730-396-5873,Bronze
2818,Diana,Doe,diana.doe2818@mail.com,331-704-8461,Gold
2819,Frank,Hall,frank.hall2819@example.com,570-167-1250,Platinum
2820,Grace,Smith,grace.smith2820@example.com,191-938-7766,Platinum
2821,Charlie,King,charlie.king2821@example.com,397-313-9366,Platinum
2822,Peter,Hall,peter.hall2822@service.net,689-101-9702,Silver
2823,John,Black,john.black2823@mail.com,281-449-5443,Platinum
2824,Eve,Jones,eve.jones2824@domain.org,885-761-6543,Gold
2825,Bob,Brown,bob.brown2825@domain.org,837-638-1673,Bronze
2826,Diana,King,diana.king2826@example.com,961-684-8214,Gold
2827,Charlie,Black,charlie.black2827@mail.com,167-311-7872,Gold
2828,John,Brown,john.brown2828@service.net,628-592-4401,Platinum
2829,Grace,Black,grace.black2829@domain.org,757-608-5495,Silver
2830,Frank,Hall,frank.hall2830@mail.com,171-892-9327,Bronze
2831,Grace,Brown,grace.brown2831@service.net,890-425-3277,Gold
2832,Bob,Jones,bob.jones2832@mail.com,337-372-7983,Gold
2833,Charlie,Lee,charlie.lee2833@domain.org,352-415-8006,Silver
2834,Alice,Lee,alice.lee2834@domain.org,763-982-9926,Gold
2835,Alice,Doe,alice.doe2835@service.net,826-557-4555,Silver
2836,Alice,Doe,alice.doe2836@example.com,804-441-5026,Bronze
2837,Frank,Lee,frank.lee2837@domain.org,908-744-8291,Bronze
2838,John,King,john.king2838@service.net,119-320-9237,Silver
2839,Jane,Brown,jane.brown2839@domain.org,463-653-3199,Platinum
2840,Diana,Doe,diana.doe2840@domain.org,973-238-1391,Gold
2841,Grace,King,grace.king2841@service.net,378-339-8908,Gold
2842,Charlie,Jones,charlie.jones2842@service.net,971-195-7414,Silver
2843,Peter,Smith,peter.smith2843@mail.com,993-106-5712,Platinum
2844,Alice,Brown,alice.brown2844@service.net,976-248-8009,Bronze
2845,Alice,Jones,alice.jones2845@example.com,479-906-1035,Gold
2846,Frank,Brown,frank.brown2846@domain.org,570-106-1102,Bronze
2847,Diana,Brown,diana.brown2847@domain.org,757-594-5398,Bronze
2848,Peter,Black,peter.black2848@example.com,140-568-8753,Platinum
2849,Diana,Black,diana.black2849@example.com,376-916-4306,Gold
2850,John,King,john.king2850@example.com,,Gold
2851,Frank,Green,frank.green2851@mail.com,794-951-4631,Platinum
2852,Frank,White,frank.white2852@domain.org,436-332-1835,Silver
2853,Diana,Green,diana.green2853@mail.com,727-810-7901,Platinum
2854,Frank,Doe,frank.doe2854@service.net,323-350-4719,Bronze
2855,Grace,Black,grace.black2855@example.com,402-322-3923,Platinum
2856,Bob,Brown,bob.brown2856@service.net,106-320-5507,Gold
2857,Frank,Lee,frank.lee2857@mail.com,589-723-4555,Silver
2858,Diana,Doe,diana.doe2858@example.com,263-971-3247,Gold
2859,Jane,Green,jane.green2859@domain.org,968-363-5476,Bronze
2860,Eve,Lee,eve.lee2860@domain.org,240-844-7630,Bronze
2861,Frank,Smith,frank.smith2861@mail.com,624-105-1308,Bronze
2862,Jane,King,jane.king2862@service.net,439-638-2372,Platinum
2863,Jane,Smith,jane.smith2863@service.net,286-210-4916,Bronze
2864,Diana,Doe,diana.doe2864@example.com,673-330-4027,Gold
2865,Grace,White,grace.white2865@mail.com,788-875-4767,Platinum
2866,Grace,Jones,grace.jones2866@example.com,515-471-7556,Silver
2867,Grace,Doe,grace.doe2867@service.net,312-841-9901,Silver
2868,Bob,Brown,bob.brown2868@domain.org,358-577-1596,Platinum
2869,Jane,Doe,jane.doe2869@mail.com,537-621-2058,Bronze
2870,Charlie,Green,charlie.green2870@domain.org,533-286-3647,Silver
2871,Jane,Lee,jane.lee2871@mail.com,375-878-6965,Platinum
2872,Jane,Hall,jane.hall2872@example.com,860-279-4494,Bronze
2873,Alice,Jones,alice.jones2873@mail.com,233-276-7699,Platinum
2874,Peter,Black,peter.black2874@service.net,135-485-8295,Gold
2875,Peter,King,peter.king2875@mail.com,366-128-2112,Bronze
2876,Peter,King,peter.king2876@example.com,219-110-9979,Silver
2877,Eve,King,eve.king2877@mail.com,156-931-4472,Gold
2878,Peter,Hall,peter.hall2878@mail.com,841-928-9229,Gold
2879,Diana,Black,diana.black2879@example.com,119-149-9908,Silver
2880,Grace,Black,grace.black2880@mail.com,180-583-9181,Platinum
2881,Peter,Hall,peter.hall2881@domain.org,961-335-5340,Gold
2882,Eve,Green,eve.green2882@service.net,147-649-3991,Platinum
2883,Bob,Green,bob.green2883@mail.com,596-286-2402,Gold
2884,Grace,Doe,grace.doe2884@example.com,285-350-7519,Silver
2885,Frank,Lee,frank.lee2885@service.net,652-315-6315,Silver
2886,Diana,Jones,diana.jones2886@mail.com,783-244-1833,Gold
2887,Charlie,Brown,charlie.brown2887@service.net,207-205-2658,Silver
2888,Grace,Green,grace.green2888@domain.org,478-955-4895,Platinum
2889,Eve,Green,eve.green2889@mail.com,973-753-9730,Bronze
2890,Bob,White,bob.white2890@domain.org,212-717-9797,Gold
2891,Jane,Green,jane.green2891@example.com,753-578-9564,Bronze
2892,Eve,Hall,eve.hall2892@example.com,744-719-7975,Gold
2893,Diana,King,diana.king2893@example.com,714-582-4975,Gold
2894,Charlie,Black,charlie.black2894@example.com,977-705-2487,Platinum
2895,Grace,Lee,grace.lee2895@service.net,360-911-1219,Silver
2896,Jane,Hall,jane.hall2896@domain.org,887-939-5945,Bronze
2897,Bob,White,bob.white2897@domain.org,107-770-9386,Bronze
2898,Jane,Hall,jane.hall2898@mail.com,329-389-6262,Bronze
2899,Bob,Green,bob.green2899@example.com,259-802-5015,Gold
2900,Eve,Smith,invalid-email,483-453-7079,Silver
2901,Eve,Smith,eve.smith2901@domain.org,856-379-1116,Gold
2902,Peter,Smith,peter.smith2902@example.com,687-657-8853,Gold
2903,Jane,King,jane.king2903@service.net,897-959-7203,Bronze
2904,Charlie,Black,charlie.black2904@mail.com,314-392-9787,Gold
2905,John,Doe,john.doe2905@domain.org,387-279-4832,Platinum
2906,Alice,Doe,alice.doe2906@service.net,262-368-3372,Gold
2907,Bob,Green,bob.green2907@example.com,607-895-3515,Silver
2908,Jane,White,jane.white2908@mail.com,736-714-5588,Platinum
2909,Peter,Lee,peter.lee2909@example.com,523-456-6787,Silver
2910,Diana,Jones,diana.jones2910@example.com,184-913-3978,Bronze
2911,Diana,Brown,diana.brown2911@domain.org,223-310-6864,Bronze
2912,Bob,Black,bob.black2912@service.net,999-375-6669,Silver
2913,Diana,Smith,diana.smith2913@mail.com,190-467-8923,Silver
2914,Eve,Hall,eve.hall2914@service.net,214-444-4967,Gold
2915,Eve,King,eve.king2915@service.net,921-197-3524,Silver
2916,John,Brown,john.brown2916@domain.org,407-767-9476,Bronze
2917,Grace,Doe,grace.doe2917@mail.com,656-529-3959,Platinum
2918,Frank,Black,frank.black2918@domain.org,650-831-2344,Bronze
2919,Peter,White,peter.white2919@service.net,719-207-7482,Gold
2920,Diana,Jones,diana.jones2920@example.com,834-804-2767,Bronze
2921,Eve,Doe,eve.doe2921@service.net,594-996-3140,Bronze
2922,Frank,Black,frank.black2922@domain.org,236-364-5762,Bronze
2923,Grace,White,grace.white2923@example.com,412-296-2196,Platinum
2924,Peter,Smith,peter.smith2924@mail.com,763-505-9106,Bronze
2925,Grace,King,grace.king2925@service.net,971-827-6580,Bronze
2926,Grace,King,grace.king2926@service.net,193-391-3904,Bronze
2927,John,White,john.white2927@service.net,315-659-8381,Platinum
2928,Peter,Hall,peter.hall2928@mail.com,771-155-8730,Gold
2929,Diana,White,diana.white2929@service.net,227-790-6513,Platinum
2930,Bob,Black,bob.black2930@example.com,313-300-4914,Bronze
2931,Frank,Lee,frank.lee2931@domain.org,551-266-4015,Gold
2932,Jane,Green,jane.green2932@domain.org,422-749-6530,Bronze
2933,Alice,Black,alice.black2933@domain.org,818-604-2855,Gold
2934,Peter,Black,peter.black2934@mail.com,823-494-6928,Bronze
2935,Charlie,Green,charlie.green2935@mail.com,433-204-8826,Platinum
2936,Frank,Smith,frank.smith2936@example.com,939-172-9576,Bronze
2937,Jane,Jones,jane.jones2937@service.net,868-321-8654,Platinum
2938,Grace,Black,grace.black2938@service.net,550-113-1859,Silver
2939,Jane,Hall,jane.hall2939@mail.com,427-961-3473,Gold
2940,Eve,Black,eve.black2940@mail.com,430-728-6458,Silver
2941,Frank,Brown,frank.brown2941@service.net,127-919-6659,Gold
2942,Grace,Black,grace.black2942@domain.org,298-866-4433,Gold
2943,Frank,Hall,frank.hall2943@service.net,425-611-2831,Silver
2944,John,Hall,john.hall2944@domain.org,918-410-8978,Gold
2945,Grace,Hall,grace.hall2945@service.net,930-950-9396,Gold
2946,John,Lee,john.lee2946@domain.org,946-759-3747,Bronze
2947,Jane,White,jane.white2947@example.com,282-772-6736,Bronze
2948,Peter,Doe,peter.doe2948@example.com,485-478-1677,Platinum
2949,John,Black,john.black2949@service.net,264-453-3585,Bronze
2950,Eve,White,eve.white2950@domain.org,158-551-4831,Gold
2951,Frank,White,frank.white2951@example.com,858-925-4174,Platinum
2952,Alice,Jones,alice.jones2952@domain.org,941-768-9614,Bronze
2953,Frank,Black,frank.black2953@example.com,648-994-8860,Gold
2954,Peter,Hall,peter.hall2954@service.net,599-280-8131,Gold
2955,Jane,King,jane.king2955@mail.com,327-525-2408,Silver
2956,Diana,King,diana.king2956@service.net,533-723-1842,Platinum
2957,Grace,Lee,grace.lee2957@mail.com,284-903-4573,Gold
2958,Bob,Lee,bob.lee2958@service.net,582-562-2410,Bronze
2959,Peter,Black,peter.black2959@example.com,404-510-1110,Gold
